line_item_id,transaction_id,product_id,promotion_id,quantity,line_item_amount
117,40,P28,4,3,13306.38
118,41,P20,,4,7941.44
119,41,INVALID_P,3,2,8615.15
120,41,P28,,2,8870.92
121,41,P54,1,2,9856.14
122,42,P9,4,4,11837.24
123,43,P26,,5,171669.5
124,43,INVALID_P,,1,3320.79
125,43,P66,3,2,9479.12
126,43,P35,,5,18191.25
127,44,P28,3,2,8870.92
128,45,P58,,4,11520.2
129,45,P58,5,3,8640.15
130,46,P42,,3,12672.54
131,46,P68,1,2,5371.2
132,46,P29,,2,7558.6
133,46,P72,4,3,11402.4
134,46,P12,,3,2333.49
137,47,P68,,2,5371.2
138,47,P46,,4,3566.36
139,47,P16,,1,848.92
140,47,P61,2,5,20492.55
141,47,P35,,5,18191.25
142,47,P49,3,3,13801.86
144,47,P18,5,4,13737.44
146,48,P47,3,1,4772.15
147,48,P11,5,4,19947.6
148,49,P75,,3,6165.18
149,49,P50,,1,3034.83
150,49,P14,,4,15213.32
151,49,P7,3,3,11281.11
152,49,P1,,1,4434.95
153,49,P36,,3,10879.32
154,50,P8,1,1,2199.33
156,51,P68,5,3,8056.8
157,51,P20,,1,1985.36
159,52,P32,,4,6152.6
161,52,P53,,5,9393.05
162,52,P61,,5,20492.55
163,52,P65,,5,16663.9
164,52,P40,1,2,1242.82
165,52,P71,,4,18606.72
166,53,P26,,5,17166.95
167,53,P55,,1,4053.2
168,53,P14,,5,19016.65
171,53,P48,,1,4619.93
172,53,P13,,2,5036.46
173,54,P45,5,3,5796.54
175,54,P40,,1,621.41
176,54,P69,,1,3072.31
177,54,P61,1,5,20492.55
178,54,P36,,1,3626.44
179,54,P27,,3,1983.9
180,54,P61,3,2,81970.2
181,55,P42,,5,21120.9
182,55,P48,1,5,23099.65
183,55,P41,,3,9491.91
184,56,P28,,1,4435.46
185,56,P20,,5,9926.8
186,56,P68,,4,10742.4
187,56,P72,,2,7601.6
188,56,P33,,3,2624.91
189,56,P47,,3,14316.45
190,56,P75,,5,10275.3
191,56,P49,2,5,23003.1
192,57,P63,3,3,8130.78
193,57,P16,5,5,4244.6
194,58,P2,2,3,9749.91
195,58,P32,1,3,4614.45
196,59,P44,,4,4298.64
197,59,P22,,2,4786.88
198,59,P46,,1,891.59
199,59,INVALID_P,5,1,3479.77
200,59,P14,,2,7606.66
201,59,P35,5,5,18191.25
202,59,P13,,1,2518.23
203,59,P46,4,4,3566.36
204,60,P66,3,1,4739.56
205,60,P2,3,1,3249.97
206,61,P57,1,5,6401.35
207,61,P57,,3,3840.81
208,62,P62,1,5,24460.6
209,62,P17,3,4,3535.64
210,62,P2,,5,16249.85
211,62,P44,,5,5373.3
212,63,P16,4,5,4244.6
214,63,P58,,4,11520.2
215,64,P78,,5,22540.55
216,65,P47,3,4,19088.6
218,65,P14,4,3,11409.99
219,65,P25,,3,14153.73
220,66,P5,,5,18752.25
221,66,P23,,5,6659.65
222,66,P42,,5,21120.9
223,66,P49,,3,13801.86
224,67,P70,,3,14476.14
225,67,P23,,5,6659.65
227,68,P33,,2,1749.94
228,68,P58,5,1,2880.05
229,68,P62,,3,14676.36
230,69,P57,,2,2560.54
231,69,P70,1,2,9650.76
232,69,P16,2,5,4244.6
233,69,P26,3,1,3433.39
234,69,P76,,5,16956.35
235,69,P43,,5,12937.75
236,69,P63,3,4,10841.04
237,70,P32,1,4,6152.6
238,70,P42,,4,16896.72
239,70,P45,2,3,5796.54
240,71,P27,,2,1322.6
241,72,P43,,1,2587.55
242,73,P71,,1,4651.68
243,73,P75,,1,2055.06
244,73,P37,2,4,19449.0
245,73,P36,,5,18132.2
246,73,P48,5,1,4619.93
247,74,P66,2,2,9479.12
248,74,P73,,1,3480.35
249,74,P27,,1,661.3
250,74,P78,4,2,9016.22
251,74,P78,,3,13524.33
252,74,P22,,1,2393.44
253,75,P42,,4,16896.72
254,75,P18,,5,17171.8
255,75,P65,1,1,3332.78
256,75,P68,5,5,13428.0
257,76,P79,,2,4624.56
258,77,P30,,1,3866.13
259,77,P50,,4,12139.32
260,78,P54,2,3,14784.21
261,78,P52,,3,1944.45
262,79,P70,4,1,4825.38
263,79,P67,5,2,1818.24
264,80,P67,,4,3636.48
265,80,P37,,1,4862.25
266,80,P55,,5,20266.0
267,80,P16,2,3,2546.76
268,80,P18,1,5,17171.8
269,81,INVALID_P,,5,23474.5
271,82,P74,,5,17967.25
273,82,P56,3,5,6366.6
274,82,P51,5,2,4988.34
275,83,P58,,2,5760.1
276,84,P60,,4,14745.4
277,84,P52,2,5,3240.75
278,85,P70,2,5,24126.9
279,85,P21,5,1,3019.85
280,86,P41,,2,6327.94
281,86,P56,,5,6366.6
282,86,P33,,5,4374.85
283,87,P21,,1,3019.85
285,88,P78,,2,9016.22
286,88,P18,1,2,6868.72
287,89,P47,2,4,19088.6
288,89,P66,,3,14218.68
289,89,P68,1,1,2685.6
290,89,INVALID_P,5,3,3398.06
291,90,P55,,2,8106.4
292,90,P67,,2,1818.24
293,90,P72,,4,15203.2
294,91,P39,,3,7762.92
295,91,P41,3,4,12655.88
297,92,P63,,4,10841.04
298,92,P11,,3,14960.7
299,92,P30,,2,7732.26
300,93,P16,,1,848.92
301,93,P27,,2,1322.6
302,93,P49,4,5,23003.1
303,93,P22,1,3,7180.32
304,94,P63,,2,5420.52
305,94,P76,,5,16956.35
306,94,P46,,4,35663.6
307,94,INVALID_P,,3,13854.7
308,95,P56,,4,5093.28
309,95,P7,,4,15041.48
310,95,P35,1,3,10914.75
311,95,P29,,1,3779.3
313,95,P40,3,1,621.41
314,96,P19,3,1,3022.4
315,97,P5,,2,7500.9
316,97,P78,,3,13524.33
317,97,P13,2,3,7554.69
318,97,P31,2,4,7067.44
319,97,P5,1,5,18752.25
320,97,P61,,1,4098.51
321,98,P63,,3,8130.78
322,98,P14,4,3,11409.99
323,98,P16,,5,4244.6
325,99,P31,5,3,5300.58
326,99,P71,5,2,9303.36
327,99,P6,1,2,5481.98
328,99,P54,5,4,19712.28
329,99,P2,,2,6499.94
331,100,P34,5,2,231.8
332,100,P25,,5,23589.55
333,101,P41,,5,15819.85
334,101,P30,,5,19330.65
335,101,P47,,4,19088.6
336,101,P45,3,2,3864.36
337,102,P40,3,3,1864.23
338,102,P12,,5,3889.15
340,103,P13,,2,5036.46
341,103,P7,2,3,11281.11
342,104,P42,,4,16896.72
343,105,P44,,4,4298.64
344,105,P7,4,3,11281.11
345,105,P32,3,2,3076.3
346,105,P57,3,5,6401.35
347,106,P37,,1,4862.25
348,106,P68,,2,5371.2
349,106,P19,1,1,3022.4
351,107,P49,,5,23003.1
352,107,P16,2,2,1697.84
353,107,P40,,3,1864.23
354,107,P27,3,2,1322.6
355,107,P4,2,5,3920.95
356,107,P49,2,5,23003.1
357,108,P14,5,5,19016.65
358,108,P56,5,2,2546.64
359,109,P39,,4,10350.56
360,109,P34,,1,115.9
361,109,P79,4,2,4624.56
362,109,P74,,4,14373.8
364,110,P47,,4,19088.6
365,110,P41,,4,12655.88
366,110,P5,,5,18752.25
367,111,P40,3,4,2485.64
368,112,P67,5,5,4545.6
369,113,P16,,1,848.92
370,113,P62,,5,24460.6
371,113,P73,3,2,6960.7
372,113,P58,5,3,8640.15
373,113,P2,,4,12999.88
374,113,P18,,5,17171.8
375,113,P63,2,3,8130.78
376,113,P46,,1,891.59
377,114,P75,4,3,6165.18
379,115,P70,,3,14476.14
380,116,INVALID_P,2,3,652.61
382,117,P30,,3,11598.39
383,118,P69,,4,12289.24
384,118,P2,,5,16249.85
385,119,P1,,3,13304.85
386,119,P60,1,1,3686.35
387,120,P8,,3,6597.99
388,120,P44,,5,5373.3
389,120,P30,,2,7732.26
390,120,P27,1,1,661.3
391,120,P77,,1,1929.76
392,120,P3,3,5,4000.35
393,120,P30,5,4,15464.52
394,121,P33,1,1,874.97
395,121,P20,,1,1985.36
396,121,P58,,5,14400.25
397,122,P60,,1,3686.35
398,123,P43,4,3,7762.65
399,123,P37,,3,14586.75
400,123,P42,,5,21120.9
401,123,P60,5,2,7372.7
402,124,P74,4,4,14373.8
403,124,P36,,1,3626.44
404,124,P69,,1,3072.31
405,124,P1,,2,8869.9
406,124,P12,,3,2333.49
407,124,P45,,1,1932.18
408,124,P8,,3,65979.9
409,124,P15,3,3,12958.2
410,125,P49,,3,13801.86
411,125,P6,,1,2740.99
412,126,P45,5,4,7728.72
413,126,P44,,2,2149.32
414,126,P2,,5,16249.85
415,126,P45,4,3,5796.54
416,126,P10,1,5,9368.9
417,126,P45,,4,7728.72
418,126,P11,,1,4986.9
419,127,P6,3,2,5481.98
420,127,P26,,1,3433.39
421,127,P48,,2,9239.86
422,128,P31,,4,7067.44
424,128,P69,4,2,6144.62
425,128,P58,5,4,11520.2
426,129,P8,,3,6597.99
427,129,P76,1,2,6782.54
428,129,P9,3,1,2959.31
429,130,P16,,1,848.92
430,130,P11,,1,4986.9
431,130,P36,1,4,14505.76
432,130,P2,,4,12999.88
433,130,P7,,4,15041.48
434,130,P48,,4,18479.72
435,130,P7,,1,3760.37
436,131,P74,,1,3593.45
437,131,P9,,5,14796.55
438,131,P68,,3,8056.8
439,132,P2,3,4,12999.88
440,132,P69,,4,12289.24
441,133,P3,,1,800.07
442,133,P69,5,5,15361.55
443,133,P7,,1,3760.37
446,134,P52,2,3,1944.45
447,134,P76,,2,6782.54
448,134,P71,5,2,9303.36
449,135,P76,,3,10173.81
450,135,P76,,3,10173.81
451,135,P16,4,4,3395.68
452,136,P69,,2,6144.62
453,136,P61,,4,16394.04
454,137,P69,2,2,6144.62
455,138,P13,4,2,5036.46
456,139,P10,2,4,7495.12
457,139,P50,,1,3034.83
458,140,P30,4,1,3866.13
459,140,P36,5,1,3626.44
460,140,P50,4,2,6069.66
461,140,P65,,1,3332.78
462,140,P44,,2,2149.32
463,140,P32,,3,4614.45
464,140,P40,,5,3107.05
465,141,P10,,4,7495.12
466,141,P74,,5,17967.25
467,141,P20,3,5,9926.8
468,142,P30,,2,7732.26
469,142,P27,,2,1322.6
470,143,P32,2,1,1538.15
471,143,P7,2,1,3760.37
472,143,P69,3,1,3072.31
473,144,P30,,3,11598.39
474,144,P50,3,2,6069.66
475,144,P7,,2,7520.74
476,145,P30,,5,19330.65
477,145,P30,,3,11598.39
478,145,P1,,4,17739.8
479,145,P48,5,5,23099.65
480,146,P18,3,5,17171.8
481,146,P20,,5,9926.8
482,146,P3,5,1,800.07
483,146,P59,,3,1457.73
484,147,P58,,5,14400.25
485,147,P37,,2,9724.5
486,147,P67,,5,4545.6
487,148,P35,,4,14553.0
488,148,P49,,3,13801.86
489,148,P63,4,4,10841.04
490,148,P78,1,3,13524.33
491,149,P21,,4,12079.4
492,149,P21,,2,6039.7
493,149,P2,3,3,9749.91
494,149,P7,,5,18801.85
495,150,INVALID_P,,3,7917.11
496,150,P33,,1,874.97
497,150,P66,,5,23697.8
498,151,P40,1,5,3107.05
499,151,P75,,2,4110.12
501,152,P1,,1,4434.95
502,153,P66,,5,23697.8
503,153,P34,1,2,231.8
504,153,P65,,4,13331.12
505,154,P41,3,1,3163.97
506,154,P5,,1,3750.45
507,154,P58,1,2,5760.1
508,155,P62,,1,4892.12
509,156,P54,,1,4928.07
510,156,P76,5,3,10173.81
511,157,P61,1,2,8197.02
512,158,P13,,1,2518.23
513,158,P61,,4,16394.04
514,158,P5,,4,15001.8
515,159,P27,,4,2645.2
516,159,P74,4,4,14373.8
517,159,P49,5,5,23003.1
518,159,P46,,3,2674.77
519,159,P55,2,3,12159.6
520,159,P76,1,1,3391.27
522,160,P13,5,2,5036.46
523,160,P38,,2,7667.22
525,160,P75,,1,2055.06
526,161,P41,,2,6327.94
527,161,P1,,5,22174.75
528,161,P60,,3,11059.05
529,161,P50,3,1,3034.83
530,162,P21,1,3,9059.55
531,162,P29,,4,15117.2
533,162,P6,3,4,10963.96
534,162,P53,,3,5635.83
535,163,P6,,2,5481.98
536,163,P31,4,4,7067.44
537,163,P67,4,1,909.12
538,164,P40,,1,621.41
539,164,P7,,2,7520.74
540,164,P16,,5,4244.6
541,164,P26,2,3,10300.17
542,165,P63,,4,10841.04
543,165,P13,,2,5036.46
544,165,P42,4,4,16896.72
545,166,P15,5,5,21597.0
546,167,P42,,3,12672.54
548,168,P77,,3,5789.28
549,168,P62,,4,19568.48
550,168,P18,,2,6868.72
551,168,P55,,2,8106.4
552,169,P48,3,5,23099.65
553,169,P51,1,2,4988.34
554,169,P5,,3,11251.35
556,170,P47,1,4,19088.6
557,170,P28,,4,17741.84
558,171,P16,,3,2546.76
559,171,P57,,1,1280.27
560,171,P58,,4,11520.2
561,172,P29,,2,7558.6
562,172,INVALID_P,,5,19287.77
563,172,P44,,1,1074.66
564,173,P78,1,4,18032.44
565,174,P37,,3,14586.75
566,174,P41,2,2,6327.94
567,175,P38,3,3,11500.83
568,175,P44,,4,4298.64
569,175,P48,,5,23099.65
570,176,P55,3,1,4053.2
571,177,P38,5,1,3833.61
572,178,P38,,3,11500.83
573,178,P44,1,2,2149.32
574,178,INVALID_P,,1,3313.42
575,178,P78,,4,18032.44
576,178,P51,,3,7482.51
577,178,P25,,1,4717.91
578,179,P8,,2,4398.66
579,179,P40,3,5,3107.05
580,179,P69,,4,12289.24
581,179,P29,,1,3779.3
582,180,P68,5,1,2685.6
583,180,P45,3,4,7728.72
584,180,P66,,2,9479.12
585,180,P60,,2,7372.7
586,181,P7,4,4,15041.48
587,181,P64,3,3,2148.69
588,181,P11,4,2,9973.8
589,181,P15,,1,4319.4
590,182,P5,,4,15001.8
591,182,P79,,1,2312.28
592,182,P47,,2,9544.3
593,182,P20,,3,5956.08
594,182,P4,3,2,1568.38
595,182,P55,,3,12159.6
596,182,P18,,4,13737.44
597,182,P47,,1,4772.15
599,183,P29,3,4,15117.2
600,183,P2,,3,9749.91
601,183,P70,,5,24126.9
602,184,P10,,5,9368.9
604,184,P65,,1,3332.78
605,185,P22,,5,11967.2
606,185,P46,,3,2674.77
607,185,P67,,2,1818.24
608,185,P14,,4,15213.32
609,186,P75,,4,8220.24
610,186,P54,5,2,9856.14
611,186,P16,,2,1697.84
612,186,P16,5,5,4244.6
615,188,P40,5,4,2485.64
616,188,P53,,4,7514.44
617,189,P25,,5,23589.55
618,189,P67,,2,1818.24
619,189,P3,,3,2400.21
621,191,P8,1,5,10996.65
622,191,P55,2,3,12159.6
623,191,P76,1,2,6782.54
625,192,P77,,5,9648.8
626,192,P69,,4,12289.24
627,192,P80,,3,3944.22
628,192,P41,,4,12655.88
629,193,P28,,5,22177.3
630,193,P44,,3,3223.98
631,193,P34,1,4,463.6
632,193,P1,,1,4434.95
633,193,P69,4,1,3072.31
634,193,P46,,4,3566.36
635,193,P2,1,1,3249.97
636,193,P46,,2,1783.18
637,194,P76,2,4,13565.08
638,194,P73,3,5,17401.75
639,194,P30,5,5,19330.65
640,195,P7,,3,11281.11
641,195,P52,4,5,3240.75
642,195,P47,,1,4772.15
643,195,P29,1,4,15117.2
644,195,P13,,1,2518.23
645,195,P41,3,2,6327.94
646,195,P35,,1,3638.25
647,195,P24,,1,2810.81
650,196,P44,5,1,1074.66
651,196,P76,4,2,6782.54
652,196,P57,4,2,2560.54
653,196,P77,3,3,5789.28
654,197,P63,,1,2710.26
655,197,P44,,2,2149.32
656,198,INVALID_P,,4,4771.29
657,198,P30,1,4,15464.52
658,199,P26,5,2,6866.78
659,200,P13,,3,7554.69
660,200,P68,2,5,13428.0
661,201,P2,2,5,16249.85
662,201,P21,1,2,6039.7
663,201,P79,,1,2312.28
664,201,P45,,4,7728.72
665,201,P61,,3,12295.53
666,201,P12,,4,3111.32
667,201,P32,,3,4614.45
668,201,P50,,1,3034.83
669,202,P7,,3,11281.11
670,202,P21,2,2,6039.7
671,203,INVALID_P,,5,7837.12
672,203,INVALID_P,,5,16525.23
673,203,P30,,2,7732.26
674,203,P58,,4,11520.2
675,203,P54,2,2,9856.14
676,203,P4,,4,3136.76
677,203,P52,2,5,3240.75
678,203,P43,,5,12937.75
679,204,P57,5,3,3840.81
680,205,P45,4,1,1932.18
681,205,P8,,2,4398.66
682,205,P17,5,2,1767.82
683,205,P76,2,2,6782.54
684,206,P67,,1,909.12
685,206,P39,5,4,10350.56
686,206,P59,1,4,1943.64
687,206,P16,2,3,2546.76
688,207,P47,,4,19088.6
689,208,P41,,1,3163.97
690,208,P24,,5,14054.05
691,208,P33,4,2,1749.94
692,208,P3,5,3,2400.21
693,208,P20,3,5,9926.8
695,209,P13,,2,5036.46
696,209,P76,,2,6782.54
697,210,P22,2,1,2393.44
698,210,P70,,4,19301.52
699,210,P22,,3,7180.32
700,210,P18,,3,10303.08
701,211,P30,,5,19330.65
702,211,P40,3,2,1242.82
703,211,P34,,2,231.8
704,211,P57,4,3,3840.81
705,211,P37,1,1,4862.25
706,211,P32,,2,3076.3
707,211,P59,,1,485.91
708,212,P58,,3,8640.15
709,213,P16,,4,3395.68
710,213,P62,,1,4892.12
711,213,P63,3,2,5420.52
712,214,P1,,1,4434.95
713,214,P54,1,3,14784.21
714,214,P16,,4,3395.68
715,214,P45,4,5,9660.9
716,215,P19,5,3,9067.2
717,215,P21,5,1,3019.85
718,215,P11,,5,24934.5
719,215,P65,,5,16663.9
720,215,P12,2,1,777.83
722,215,P69,,3,9216.93
723,215,P11,1,5,24934.5
724,216,P22,5,1,2393.44
725,217,P62,4,1,4892.12
726,218,P52,,4,2592.6
729,219,P58,4,2,5760.1
730,219,P61,5,1,4098.51
731,219,P65,,1,3332.78
732,220,P11,,1,4986.9
733,220,P36,,3,10879.32
734,221,P77,,1,1929.76
735,221,P77,3,5,9648.8
736,222,INVALID_P,,4,1612.94
737,222,P41,,3,9491.91
739,223,P27,,5,3306.5
740,224,P34,4,2,231.8
741,224,P39,,2,5175.28
743,225,P16,2,5,4244.6
744,225,P26,,1,3433.39
745,225,P49,4,4,18402.48
747,226,P49,4,1,4600.62
748,226,P8,,1,2199.33
749,226,P50,,5,15174.15
750,227,P48,,2,9239.86
752,227,P27,,1,661.3
753,228,P5,,1,3750.45
754,228,P78,,1,4508.11
755,228,P63,,4,10841.04
756,229,P27,2,2,1322.6
757,230,P26,,4,13733.56
758,230,P76,,2,6782.54
759,230,P14,,3,11409.99
760,230,P13,,5,12591.15
761,230,P43,2,3,7762.65
762,230,P13,,1,2518.23
763,231,P22,,3,7180.32
764,232,P78,,5,22540.55
765,232,P76,,3,10173.81
766,233,P30,,3,11598.39
767,233,P11,3,1,4986.9
768,233,P44,,1,1074.66
769,233,P45,,5,9660.9
770,233,P55,,5,20266.0
773,234,INVALID_P,,3,9578.29
774,235,P3,2,5,4000.35
775,235,P3,,1,800.07
776,235,P59,3,1,485.91
777,235,P33,,5,4374.85
779,235,P54,4,4,19712.28
780,236,P52,1,5,3240.75
781,236,INVALID_P,,2,6907.49
782,236,P74,,1,3593.45
783,237,P55,,2,8106.4
784,237,P25,,5,23589.55
785,238,P45,,3,5796.54
786,239,P32,,3,46144.5
787,239,P29,4,4,15117.2
788,239,INVALID_P,3,1,2803.66
789,240,P8,,2,4398.66
790,240,P25,,2,9435.82
791,240,P44,,2,2149.32
792,240,P72,,3,11402.4
793,240,P38,,5,19168.05
795,240,P51,5,4,9976.68
796,241,P50,,1,3034.83
797,241,P29,5,2,7558.6
798,242,INVALID_P,1,2,3605.13
799,243,P2,,3,9749.91
800,243,P72,5,1,3800.8
801,243,P57,,2,2560.54
802,244,P40,,2,1242.82
803,245,P7,5,4,15041.48
804,245,P1,1,5,22174.75
805,245,P7,,3,11281.11
806,245,P14,4,5,19016.65
807,246,P41,5,5,15819.85
809,247,P29,3,1,3779.3
810,247,P11,,1,4986.9
811,248,P44,1,3,3223.98
812,249,P62,3,1,4892.12
813,249,P24,,4,11243.24
814,249,P43,,2,5175.1
815,249,P68,,4,10742.4
816,249,P72,,2,76016.0
817,249,P68,2,4,10742.4
818,250,P8,,2,4398.66
820,251,P55,,2,8106.4
821,252,P76,4,1,3391.27
822,253,P55,,2,8106.4
824,253,P10,1,4,7495.12
825,254,P27,,2,1322.6
826,254,P63,,2,5420.52
828,255,P13,,3,7554.69
829,255,P67,4,4,3636.48
830,256,P21,,5,15099.25
831,256,P28,4,3,13306.38
833,256,P19,1,3,9067.2
834,257,P33,,4,3499.88
835,257,P18,4,1,3434.36
836,257,P17,4,4,3535.64
838,258,P29,,4,15117.2
839,258,P58,,1,2880.05
840,259,P61,,1,4098.51
842,260,P16,,1,848.92
843,260,P55,4,5,20266.0
844,260,P27,,2,1322.6
845,260,P56,,3,3819.96
846,260,P26,,1,3433.39
847,261,P64,,3,2148.69
848,261,P57,2,2,2560.54
849,261,P68,5,2,5371.2
851,262,P43,,1,2587.55
852,262,P55,,4,16212.8
853,262,P13,,1,2518.23
854,262,P61,,5,20492.55
855,263,P16,,3,2546.76
856,263,P51,3,1,2494.17
857,264,P28,2,3,13306.38
858,264,P56,1,2,2546.64
859,264,P74,3,4,14373.8
860,265,P34,1,5,579.5
862,265,P28,,4,17741.84
863,265,P34,3,5,579.5
864,266,P60,4,1,3686.35
865,267,P76,,1,3391.27
866,267,P16,,2,1697.84
867,267,P16,,3,2546.76
868,268,P10,2,2,3747.56
869,269,P38,2,4,15334.44
870,269,P34,,3,347.7
871,269,P34,3,4,463.6
872,270,P5,,5,18752.25
873,270,P68,,3,8056.8
874,270,P22,1,1,2393.44
875,271,P74,,2,7186.9
877,272,P33,5,5,4374.85
878,272,P60,,3,11059.05
881,273,P2,,1,3249.97
883,275,P14,,5,19016.65
884,276,P21,2,3,9059.55
886,276,P50,,5,15174.15
887,276,P65,,1,3332.78
888,277,P74,4,1,3593.45
889,277,P1,,4,17739.8
890,277,P38,3,2,7667.22
891,277,P2,,4,12999.88
893,278,P74,,4,14373.8
894,278,P34,,2,231.8
895,278,P13,2,2,5036.46
897,280,P3,,5,4000.35
898,281,P70,,3,14476.14
899,281,P30,,5,19330.65
900,281,P71,,5,23258.4
901,281,P19,,3,9067.2
902,282,P68,4,2,5371.2
903,282,P36,,3,10879.32
904,282,P58,,5,14400.25
905,282,P78,,2,9016.22
907,284,P19,3,2,6044.8
908,285,P33,2,5,4374.85
909,285,P56,,5,6366.6
910,285,P33,,4,3499.88
912,286,P79,,3,6936.84
913,286,P38,5,1,3833.61
915,286,P73,,4,13921.4
916,286,P5,2,2,7500.9
917,287,P6,1,1,2740.99
918,287,P62,,4,19568.48
919,287,P22,,5,11967.2
920,287,P14,5,1,3803.33
921,287,P61,3,3,12295.53
922,287,P13,,4,10072.92
923,287,P4,,5,3920.95
924,287,P46,,2,1783.18
925,288,P77,,2,3859.52
926,288,P36,,3,10879.32
927,288,P78,,2,9016.22
928,288,P47,,5,23860.75
929,288,P33,,2,1749.94
930,288,P31,,1,1766.86
931,288,P24,3,1,2810.81
932,289,P74,2,5,17967.25
933,289,P56,,5,6366.6
934,289,P27,,1,661.3
935,289,P7,,3,11281.11
936,290,P57,5,4,5121.08
937,290,P8,3,4,8797.32
938,291,P35,1,5,18191.25
939,292,P43,,1,2587.55
940,292,P8,,2,4398.66
941,292,P5,,3,11251.35
942,292,P63,5,4,10841.04
943,293,P12,4,5,3889.15
944,294,P25,,5,23589.55
945,294,P35,,1,3638.25
946,295,P58,,2,5760.1
947,296,P27,,4,2645.2
948,296,P27,,3,1983.9
949,296,P63,,5,13551.3
950,297,P27,,1,661.3
952,297,P7,,1,3760.37
953,298,P5,,5,18752.25
954,299,P80,,4,5258.96
955,299,P71,,4,18606.72
956,299,P38,,5,19168.05
957,300,P70,3,3,14476.14
959,301,P38,,1,3833.61
960,301,P57,,2,2560.54
961,302,P62,3,4,19568.48
962,303,P6,3,5,13704.95
963,303,P54,3,1,4928.07
964,304,P2,,3,9749.91
965,304,P66,5,5,23697.8
966,304,P10,,4,7495.12
967,305,P68,2,1,2685.6
968,306,P13,5,2,5036.46
969,306,P46,,4,3566.36
970,306,P17,,5,4419.55
971,306,P37,,3,14586.75
972,307,P41,,5,15819.85
973,307,P4,,2,1568.38
974,308,P44,3,5,5373.3
975,308,P53,,4,7514.44
976,308,P76,4,5,16956.35
977,309,P5,,5,18752.25
978,309,P49,,3,13801.86
979,309,P27,3,4,2645.2
980,310,P14,,2,7606.66
981,310,P4,,5,3920.95
982,310,P1,,3,13304.85
983,311,P7,1,2,7520.74
984,311,P29,,1,3779.3
985,311,P7,,3,11281.11
986,311,P12,,5,3889.15
987,312,P33,,4,3499.88
988,312,P28,,1,4435.46
989,313,P30,,3,11598.39
